"","gender","NationalITy","PlaceofBirth","StageID","GradeID","SectionID","Topic","Semester","Relation","raisedhands","VisITedResources","AnnouncementsView","Discussion","ParentAnsweringSurvey","ParentschoolSatisfaction","StudentAbsenceDays","Class"
"1",1,0.307692307692308,0.307692307692308,0.5,0.111111111111111,0,0.636363636363636,0,0,0.15,0.161616161616162,0.0204081632653061,0.193877551020408,1,1,1,1
"2",1,0.307692307692308,0.307692307692308,0.5,0.111111111111111,0,0.636363636363636,0,0,0.2,0.202020202020202,0.0306122448979592,0.244897959183673,1,1,1,1
"3",1,0.307692307692308,0.307692307692308,0.5,0.111111111111111,0,0.636363636363636,0,0,0.1,0.0707070707070707,0,0.295918367346939,0,0,0,0.5
"4",1,0.307692307692308,0.307692307692308,0.5,0.111111111111111,0,0.636363636363636,0,0,0.3,0.252525252525253,0.0510204081632653,0.346938775510204,0,0,0,0.5
"5",1,0.307692307692308,0.307692307692308,0.5,0.111111111111111,0,0.636363636363636,0,0,0.4,0.505050505050505,0.122448979591837,0.5,0,0,0,1
"6",0,0.307692307692308,0.307692307692308,0.5,0.111111111111111,0,0.636363636363636,0,0,0.42,0.303030303030303,0.13265306122449,0.704081632653061,1,0,0,1
"7",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.35,0.121212121212121,0,0.163265306122449,0,0,0,0.5
"8",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.5,0.101010101010101,0.153061224489796,0.214285714285714,1,1,1,1
"9",0,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.12,0.212121212121212,0.163265306122449,0.5,1,1,1,1
"10",0,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.636363636363636,0,0,0.7,0.808080808080808,0.255102040816327,0.704081632653061,1,1,1,1
"11",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.5,0.888888888888889,0.306122448979592,0.806122448979592,1,1,1,0
"12",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.727272727272727,0,0,0.19,0.0606060606060606,0.193877551020408,0.112244897959184,1,1,1,1
"13",1,0.307692307692308,0.307692307692308,0.5,0.111111111111111,0,0.636363636363636,0,0,0.05,0.0101010101010101,0,0.102040816326531,0,0,0,0.5
"14",1,0.384615384615385,0.384615384615385,1,0.555555555555556,0,0.727272727272727,0,0,0.2,0.141414141414141,0.122448979591837,0.183673469387755,0,0,0,0.5
"15",0,0.307692307692308,0.307692307692308,1,0.555555555555556,0,0.727272727272727,0,1,0.62,0.707070707070707,0.448979591836735,0.602040816326531,0,0,0,0
"16",0,0.307692307692308,0.307692307692308,1,0.333333333333333,0,0.636363636363636,0,0,0.3,0.404040404040404,0.224489795918367,0.663265306122449,1,1,1,1
"17",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.636363636363636,0,0,0.36,0.303030303030303,0.204081632653061,0.806122448979592,0,0,0,1
"18",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.55,0.131313131313131,0.357142857142857,0.908163265306122,0,0,0,1
"19",0,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.636363636363636,0,1,0.69,0.151515151515152,0.36734693877551,0.969387755102041,1,1,1,1
"20",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.636363636363636,0,1,0.7,0.505050505050505,0.408163265306122,1,1,1,1,0
"21",0,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.636363636363636,0,0,0.6,0.606060606060606,0.336734693877551,0.908163265306122,0,0,0,1
"22",0,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.636363636363636,0,0,0.1,0.121212121212121,0.0408163265306122,0.806122448979592,0,0,1,1
"23",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.636363636363636,0,0,0.15,0.212121212121212,0.0204081632653061,0.908163265306122,0,0,1,1
"24",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.636363636363636,0,0,0.02,0,0.0204081632653061,0.5,0,0,0,0.5
"25",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.636363636363636,0,0,0,0.0202020202020202,0.0306122448979592,0.704081632653061,1,1,0,0.5
"26",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.636363636363636,0,0,0.08,0.0707070707070707,0.306122448979592,0.397959183673469,1,1,0,0.5
"27",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.636363636363636,0,0,0.19,0.191919191919192,0.255102040816327,0.397959183673469,1,0,1,1
"28",1,0.307692307692308,0.307692307692308,1,0.555555555555556,0,0,0,0,0.25,0.151515151515152,0.122448979591837,0.326530612244898,0,0,0,0.5
"29",1,0.307692307692308,0.307692307692308,1,0.555555555555556,0,0.909090909090909,0,0,0.75,0.858585858585859,0.530612244897959,0.428571428571429,1,1,1,1
"30",0,0.307692307692308,0.307692307692308,1,0.555555555555556,0,0,0,0,0.3,0.909090909090909,0.336734693877551,0.346938775510204,0,0,1,1
"31",0,0.307692307692308,0.307692307692308,1,0.555555555555556,0,0,0,0,0.35,0.808080808080808,0.510204081632653,0.704081632653061,1,1,1,0
"32",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.636363636363636,0,0,0.04,0.0505050505050505,0.408163265306122,0.153061224489796,1,1,0,0.5
"33",0,0.307692307692308,0.307692307692308,0.5,0.444444444444444,0,0.636363636363636,0,0,0.02,0.191919191919192,0.102040816326531,0.5,1,1,0,0.5
"34",1,0.307692307692308,0.307692307692308,0.5,0.222222222222222,0,0.272727272727273,0,0,0.08,0.222222222222222,0.0918367346938776,0.397959183673469,0,0,0,0.5
"35",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.909090909090909,0,0,0.12,0.111111111111111,0.0816326530612245,0.397959183673469,0,0,0,0.5
"36",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.272727272727273,0,0,0.1,0.121212121212121,0.173469387755102,0.295918367346939,0,0,0,0.5
"37",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.909090909090909,0,1,0.08,0.0606060606060606,0.0408163265306122,0.214285714285714,1,1,0,0.5
"38",0,0,0,1,0.444444444444444,0,0.636363636363636,0,0,0.45,0.545454545454545,0.26530612244898,0.908163265306122,1,1,1,1
"39",1,0.307692307692308,0.307692307692308,1,0.333333333333333,0,0.636363636363636,0,0,0,0,0,0.0306122448979592,0,0,0,0.5
"40",0,0.692307692307692,0.692307692307692,1,0.444444444444444,0.5,0.909090909090909,0,0,0.5,0.909090909090909,0.377551020408163,0.704081632653061,1,1,1,1
"41",0,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.636363636363636,0,0,0.14,0.131313131313131,0.0306122448979592,0.704081632653061,0,0,0,0.5
"42",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.636363636363636,0,0,0.19,0.202020202020202,0.163265306122449,0.5,0,1,1,1
"43",1,0.307692307692308,0.307692307692308,0,0.666666666666667,0,0.636363636363636,0,0,0.1,0.121212121212121,0.0714285714285714,0.326530612244898,1,1,0,0.5
"44",0,0.307692307692308,0.307692307692308,0,0.666666666666667,0,0.636363636363636,0,0,0.3,0.353535353535354,0.285714285714286,0.908163265306122,1,1,1,1
"45",0,0.307692307692308,0.307692307692308,0,0.666666666666667,0,0.636363636363636,0,0,0.33,0.333333333333333,0.306122448979592,0.908163265306122,0,0,1,1
"46",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.818181818181818,0,0,0.2,0.121212121212121,0.153061224489796,0.704081632653061,0,1,0,0.5
"47",1,0.307692307692308,0.307692307692308,0.5,0.222222222222222,0,0.272727272727273,0,0,0.07,0.101010101010101,0.0102040816326531,0.295918367346939,0,0,0,0.5
"48",0,0.307692307692308,0.307692307692308,0,1,0,0.272727272727273,0,1,0.7,0.0404040404040404,0.397959183673469,0.908163265306122,1,1,1,0
"49",0,0.307692307692308,0.307692307692308,0,1,0,0.272727272727273,0,1,0.13,0.808080808080808,0.408163265306122,0.887755102040816,1,1,1,0
"50",0,0.307692307692308,0.307692307692308,0,1,0,0.272727272727273,0,0,0.29,0.393939393939394,0.510204081632653,0.775510204081633,1,1,1,1
"51",0,0.307692307692308,0.307692307692308,0,1,0,0.272727272727273,0,0,0.2,0.141414141414141,0.122448979591837,0.704081632653061,0,0,0,0.5
"52",1,0.307692307692308,0.307692307692308,0,1,0,0.272727272727273,0,0,0.39,0.151515151515152,0.163265306122449,0.5,0,1,0,0.5
"53",0,0.307692307692308,0.307692307692308,0,1,0,0.272727272727273,0,0,0.55,0.909090909090909,0.163265306122449,0.397959183673469,0,0,1,1
"54",0,0.307692307692308,0.307692307692308,0,0.888888888888889,0,0.909090909090909,0,1,0.49,0.707070707070707,0.193877551020408,0.755102040816326,1,1,1,0
"55",1,0.307692307692308,0.307692307692308,0,1,0,0.272727272727273,0,1,0.12,0.505050505050505,0.0816326530612245,0.295918367346939,0,0,0,0.5
"56",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.16,0.141414141414141,0.0612244897959184,0.193877551020408,1,1,0,0.5
"57",1,0.923076923076923,0.923076923076923,1,0.555555555555556,0.5,0.727272727272727,0,0,0.19,0.0505050505050505,0.0408163265306122,0,1,1,0,0.5
"58",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.05,0.0202020202020202,0.0612244897959184,0.0408163265306122,1,1,0,0.5
"59",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.28,0.606060606060606,0.193877551020408,0.5,1,1,1,1
"60",0,0.923076923076923,0.923076923076923,1,0.444444444444444,0,0.727272727272727,0,0,0.27,0.222222222222222,0.224489795918367,0.397959183673469,0,1,1,1
"61",0,0.230769230769231,0.230769230769231,0.5,0.222222222222222,0,0.272727272727273,0,1,0.21,0.101010101010101,0.285714285714286,0.193877551020408,0,1,0,0.5
"62",1,0.307692307692308,0.307692307692308,0,0.777777777777778,0,0.636363636363636,0,0,0.5,0.707070707070707,0.326530612244898,0.397959183673469,1,1,1,1
"63",1,1,1,0,0.777777777777778,0,0.636363636363636,0,1,0.8,0.909090909090909,0.714285714285714,0.806122448979592,1,1,1,0
"64",1,0.307692307692308,0.307692307692308,0,0.777777777777778,0,0.636363636363636,0,0,0.17,0.131313131313131,0.163265306122449,0.112244897959184,1,0,1,1
"65",1,0.307692307692308,0.307692307692308,0,0.777777777777778,0,0.636363636363636,0,0,0,0.0505050505050505,0.0714285714285714,0.0102040816326531,0,0,0,0.5
"66",1,0.307692307692308,0.307692307692308,0,1,0,0.272727272727273,0,0,0.13,0.0505050505050505,0.183673469387755,0.183673469387755,0,0,0,0.5
"67",0,0.307692307692308,0.307692307692308,0,1,0,0.272727272727273,0,0,0.25,0.101010101010101,0.193877551020408,0.295918367346939,0,0,0,1
"68",0,0.923076923076923,0.923076923076923,0,1,0,0.272727272727273,0,1,0.65,0.757575757575758,0.23469387755102,0.806122448979592,1,1,1,0
"69",0,0.923076923076923,0.923076923076923,0,1,0,0.636363636363636,0,1,0.7,0.696969696969697,0.357142857142857,0.295918367346939,1,1,1,0
"70",1,0.230769230769231,0.230769230769231,1,0.444444444444444,0,0.636363636363636,0,0,0.39,0.404040404040404,0.112244897959184,0.326530612244898,0,0,1,1
"71",1,0.230769230769231,0.230769230769231,1,0.444444444444444,0,0.636363636363636,0,0,0.22,0.303030303030303,0.102040816326531,0.112244897959184,1,1,0,0.5
"72",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.636363636363636,0,0,0.29,0.222222222222222,0.0918367346938776,0.193877551020408,1,1,1,1
"73",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.11,0.0202020202020202,0.0204081632653061,0.0714285714285714,0,0,1,0.5
"74",0,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.272727272727273,0,0,0.19,0.303030303030303,0.26530612244898,0.183673469387755,1,0,0,1
"75",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.636363636363636,0,0,0.12,0,0.0612244897959184,0.122448979591837,0,0,1,0.5
"76",1,0.230769230769231,0.230769230769231,1,0.444444444444444,0,0.818181818181818,0,1,0.5,0.909090909090909,0.295918367346939,0.602040816326531,1,1,1,1
"77",1,0.0769230769230769,0.0769230769230769,0,0.666666666666667,0,0.636363636363636,0,1,0.15,0.707070707070707,0.377551020408163,0.438775510204082,1,1,1,1
"78",1,0.307692307692308,0.307692307692308,0,0.666666666666667,0,0.636363636363636,0,0,0.2,0.808080808080808,0.336734693877551,0.326530612244898,1,1,1,1
"79",1,0.307692307692308,0.307692307692308,0,0.888888888888889,0,0.818181818181818,0,0,0.13,0.0303030303030303,0.112244897959184,0.0816326530612245,0,0,0,0.5
"80",0,0.384615384615385,0.384615384615385,1,0.444444444444444,0.5,0.727272727272727,0,1,0.8,0.909090909090909,0.5,0.551020408163265,1,0,1,0
"81",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.727272727272727,0,0,0.08,0.151515151515152,0.102040816326531,0.397959183673469,1,0,1,0.5
"82",1,0.307692307692308,0.307692307692308,0.5,0,0,0.636363636363636,0,0,0.08,0.252525252525253,0.0102040816326531,0.704081632653061,0,0,0,0.5
"83",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.07,0.0505050505050505,0.0204081632653061,0.806122448979592,1,1,0,0.5
"84",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.07,0.0404040404040404,0.102040816326531,0.5,0,1,0,1
"85",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.5,0.707070707070707,0.510204081632653,0.0918367346938776,1,1,0,0
"86",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.01,0,0.0102040816326531,0.112244897959184,0,0,0,0.5
"87",1,0.692307692307692,0.692307692307692,0.5,0,0.5,0.636363636363636,0,0,0.7,0.121212121212121,0.408163265306122,0.5,1,1,1,0
"88",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.19,0.707070707070707,0.0306122448979592,0.5,0,0,1,0.5
"89",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.03,0.121212121212121,0.0408163265306122,0.326530612244898,0,0,1,0.5
"90",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.05,0.202020202020202,0.0102040816326531,0.5,1,1,0,0.5
"91",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.04,0.0808080808080808,0.102040816326531,0.602040816326531,1,1,0,0.5
"92",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.8,0.909090909090909,0.561224489795918,0.183673469387755,1,1,1,0
"93",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.5,0.707070707070707,0.193877551020408,0.142857142857143,1,1,1,0
"94",1,0.923076923076923,0.923076923076923,0.5,0,0.5,0.636363636363636,0,0,0.55,0.898989898989899,0.408163265306122,0.397959183673469,1,1,1,0
"95",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.8,0.444444444444444,0.357142857142857,0.0918367346938776,0,1,0,0.5
"96",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,1,0.808080808080808,0.0204081632653061,0.704081632653061,0,0,1,0
"97",0,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,0,0.14,0.606060606060606,0.112244897959184,0.755102040816326,1,1,1,0
"98",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.06,0.0202020202020202,0.387755102040816,0.112244897959184,0,0,1,1
"99",0,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,0,0.1,0.0303030303030303,0,0.295918367346939,0,0,1,1
